,gameRank,playerKill,monsterKill,characterLevel,bestWeaponLevel,damageToPlayer,totalTime,userNum,gameId
552,17,0,3,9,5,1054,237,91376,17023258
553,11,0,18,13,8,1504,553,91376,17022950
554,2,3,49,18,15,7907,1149,91376,17020760
555,2,0,64,18,15,2003,1227,91376,17018617
556,10,1,25,13,10,3852,576,91376,17018240
557,3,0,45,17,15,7469,998,91376,17017740
558,1,2,40,17,15,7071,904,91376,17017068
559,2,2,57,19,16,11569,1232,91376,17016468
560,14,0,14,11,7,1016,402,91376,17016225
561,16,0,9,11,6,898,413,91376,17016009
562,5,3,47,17,15,12286,1014,91376,17015497
563,7,2,27,14,11,5769,653,91376,17015216
564,3,1,41,17,13,4620,957,91376,17014843
565,13,0,16,10,8,4468,350,91376,17014663
566,7,2,33,15,13,9224,825,91376,17014379
567,13,0,25,13,9,1286,541,91376,17014174
568,1,2,33,18,14,8675,999,91376,17000424
569,5,1,64,17,15,4239,1028,91376,16999685
570,6,0,45,17,14,9509,1091,91376,16998985
571,4,1,56,18,15,7862,1156,91376,16998321
572,4,2,47,18,16,12159,1128,91376,16997718
573,15,0,15,11,7,446,370,91376,16997453
574,3,0,44,18,14,9216,1131,91376,16996858
575,6,0,57,16,14,3112,895,91376,16982106
576,2,0,56,19,15,5143,1088,91376,16981536
577,2,1,39,18,13,6373,1177,91376,16980861
578,3,2,38,18,14,8640,1114,91376,16980138
579,7,0,46,15,12,1665,769,91376,16979542
580,2,3,45,18,16,13955,1273,91376,16978661
581,2,1,62,19,17,10203,1188,91376,16977849
582,15,0,5,9,5,0,257,91376,16977528
583,3,1,60,19,16,9293,1148,91376,16976727
584,9,1,13,11,8,3260,445,91376,16976365
585,6,0,48,18,16,12292,953,91376,16975734
586,2,0,45,17,13,2377,900,91376,16975148
587,2,3,43,18,14,6889,1150,91376,16974418
588,13,0,15,11,7,950,403,91376,16974114
589,3,1,54,18,15,13708,1168,91376,16972479
590,17,0,4,7,4,151,170,91376,16972346
591,5,1,32,15,11,4379,755,91376,16971988
592,7,1,49,17,13,5651,916,91376,16971577
593,6,0,40,16,12,1469,898,91376,16971146
594,9,0,31,14,10,210,777,91376,16970742
595,5,1,30,15,12,5865,697,91376,16970372
596,14,0,16,11,8,1956,314,91376,16970126
597,5,1,52,17,15,6899,964,91376,16951906
598,5,1,57,16,14,1927,843,91376,16951379
599,9,1,52,16,13,4155,791,91376,16950912
600,6,1,36,17,13,4607,843,91376,16950437
601,4,1,52,17,15,11197,1133,91376,16949879
602,8,1,26,13,10,2835,553,91376,16949582
603,9,0,20,12,8,1042,545,91376,16949318
604,2,0,42,16,13,4084,940,91376,16948955
605,2,3,59,18,17,12637,1087,91376,16948535
606,3,3,66,18,17,10477,1126,91376,16948214
607,1,5,43,20,18,19710,1155,91376,16933172
608,4,1,38,18,14,10111,1139,91376,16932794
609,3,1,49,17,13,1484,940,91376,16932472
610,7,0,46,16,13,4689,910,91376,16932210
611,4,0,60,17,14,4479,1003,91376,16931916
612,8,0,19,12,9,2001,508,91376,16931760
613,4,3,40,17,15,11742,990,91376,16931488
614,3,1,37,17,13,5737,973,91376,16931241
615,18,0,1,6,5,1233,125,91376,16931178
616,6,0,53,17,13,4213,952,91376,16930911
617,8,0,26,14,10,1503,613,91376,16916166
618,12,0,20,12,8,818,433,91376,16916018
619,7,2,26,16,13,8926,921,91376,16915752
620,2,5,49,20,19,24182,1218,91376,16915195
621,1,5,39,19,17,18753,1265,91376,16903328
622,13,0,21,11,7,351,471,91376,16903050
623,3,1,37,15,12,4877,797,91376,16902621
624,13,0,6,8,5,290,212,91376,16902405
625,3,2,44,20,16,13228,1180,91376,16901838
626,2,3,45,19,18,21989,1209,91376,16901125
627,10,0,51,14,12,0,782,91376,16899606
628,3,0,60,18,15,7415,1040,91376,16899237
629,3,1,58,18,14,5781,1160,91376,16898816
630,2,6,39,19,19,22008,1066,91376,16898312
631,7,2,41,16,15,14240,1032,91376,16897864
632,3,1,45,18,16,16703,1172,91376,16897341
633,3,1,31,17,14,7422,936,91376,16896918
634,14,0,22,12,8,427,452,91376,16896661
635,5,1,29,16,12,2846,801,91376,16896307
636,3,2,44,17,14,7688,1104,91376,16895817
637,5,1,29,15,14,14768,851,91376,16895409
638,4,1,40,16,12,5224,872,91376,16895064
639,5,0,21,14,10,1509,690,91376,16894756
640,7,0,21,13,9,583,535,91376,16894543
641,6,1,34,16,12,2816,796,91376,16894251
642,15,0,12,10,7,1177,315,91376,16894100
643,10,0,20,12,9,2976,530,91376,16876611
644,3,3,34,18,16,14286,1068,91376,16876126
645,14,0,10,9,7,2332,267,91376,16875979
646,11,0,25,13,9,754,611,91376,16875678
647,2,1,48,18,15,8046,968,91376,16875273
648,12,0,11,10,7,1212,285,91376,16875102
649,4,1,53,17,15,5656,959,91376,16874714
650,7,0,42,16,13,6014,900,91376,16872001
651,1,3,51,18,15,8104,1078,91376,16871712
652,4,2,41,17,15,7642,1015,91376,16871477
653,7,1,28,16,13,9567,758,91376,16871276
654,11,0,13,12,9,5413,416,91376,16871156
655,3,2,41,15,13,5993,681,91376,16871003
656,10,0,31,14,10,1537,656,91376,16870872
657,2,2,39,18,14,6550,1049,91376,16870661
658,1,4,55,18,18,15120,1073,91376,16866984
659,3,1,43,17,13,5412,1097,91376,16866613
660,7,0,41,15,13,6380,800,91376,16866235
661,16,0,9,10,6,346,282,91376,16866022
662,15,1,7,9,7,2656,282,91376,16865856
663,2,1,41,18,14,6495,1083,91376,16865366
664,12,0,28,12,10,2277,477,91376,16865127
665,17,0,7,8,5,1179,220,91376,16769202
666,15,1,2,8,5,1778,207,91376,16769101
667,16,1,4,8,6,2381,216,91376,16768979
668,12,0,17,11,8,2451,376,91376,16768842
669,14,0,16,12,8,2137,476,91376,16768686
670,13,0,21,11,8,1812,411,91376,16768550
671,1,4,31,18,16,12111,916,91376,16768314
672,7,1,22,13,10,1589,568,91376,16768153
673,8,0,31,14,10,137,725,91376,16762628
674,8,0,37,15,11,1479,782,91376,16762245
675,1,3,48,17,15,8992,1176,91376,16761689
676,12,0,22,12,8,429,474,91376,16761431
677,3,2,59,17,15,4457,994,91376,16760954
678,4,0,52,17,14,7275,993,91376,16758293
679,6,0,42,15,12,2516,808,91376,16757804
680,9,0,29,15,12,6949,798,91376,16757332
681,16,0,7,8,6,1766,200,91376,16757188
682,9,0,34,15,11,1554,743,91376,16756767
683,10,0,17,11,8,1622,463,91376,16714896
684,15,0,13,11,8,2024,415,91376,16714777
685,16,0,12,10,7,1465,299,91376,16714677
686,12,0,13,10,7,562,318,91376,16714563
687,11,0,21,12,8,2386,531,91376,16714424
688,11,0,24,13,9,2677,568,91376,16714275
689,8,0,20,13,8,1557,526,91376,16714148
690,16,0,3,8,4,482,277,91376,16651747
691,18,0,1,5,2,258,116,91376,16651637
692,9,0,17,14,11,7953,668,91376,16651343
693,5,0,58,16,14,2293,804,91376,16650965
694,3,1,46,17,15,6821,1121,91376,16650388
695,6,0,30,16,12,7891,869,91376,16649982
696,9,0,18,13,9,3441,613,91376,16649669
697,1,5,52,19,17,10900,1120,91376,16648307
698,6,2,39,15,12,4046,820,91376,16647937
699,4,2,50,18,15,7151,973,91376,16647552
700,13,0,19,10,8,1589,367,91376,16647379
701,12,0,11,10,6,1034,330,91376,16647181
702,16,0,7,9,6,1272,208,91376,16647045
703,5,0,44,16,13,2091,888,91376,16636087
704,10,1,15,11,9,2766,463,91376,16635676
705,12,0,23,11,8,2480,459,91376,16635328
706,18,0,2,7,4,145,191,91376,16635096
707,13,0,6,12,8,4936,469,91376,16634757
708,17,0,6,8,5,195,216,91376,16634549
709,11,0,26,14,10,2630,553,91376,16634163
710,7,2,17,12,11,5738,518,91376,16633832
711,9,0,21,13,10,3231,494,91376,16633538
712,7,0,47,16,13,7347,875,91376,16633007
713,8,0,32,15,11,3255,705,91376,16632572
714,9,0,30,14,10,1122,707,91376,16632142
715,8,1,18,13,10,3902,573,91376,16631806
716,7,1,24,15,12,8839,734,91376,16631402
717,10,1,25,13,9,1360,712,91376,16631071
718,9,3,17,12,10,5749,453,91376,16630805
719,5,2,41,16,14,6493,841,91376,16627686
720,13,0,20,11,9,3021,441,91376,16627460
721,8,1,20,12,9,2972,482,91376,16627194
722,14,0,9,9,6,1379,287,91376,16627030
723,3,0,43,16,12,1953,948,91376,16626645
724,4,2,40,15,13,5691,728,91376,16626339
725,18,0,5,8,6,1936,251,91376,16626125
726,6,1,34,14,11,3123,699,91376,16625775
727,5,0,40,16,12,1153,815,91376,16625408
728,12,1,16,12,9,3791,450,91376,16625190
729,2,1,53,18,15,8646,1097,91376,16617040
730,2,0,57,19,16,9519,1153,91376,16616583
731,8,0,26,15,10,2765,818,91376,16616227
732,1,4,29,19,18,26772,1251,91376,16589063
733,12,0,8,11,6,731,393,91376,16588907
734,2,5,42,18,16,12303,1247,91376,16588346
735,6,1,40,15,12,3417,764,91376,16588096
736,6,2,36,16,15,11779,791,91376,16587852
737,4,0,63,18,16,7094,1144,91376,16587515
738,8,2,27,13,11,6193,572,91376,16587343
739,14,0,10,10,8,4374,333,91376,16587225
740,5,1,41,17,14,9592,932,91376,16586951
741,7,2,24,15,12,4976,789,91376,16564724
742,4,0,54,17,15,3628,1022,91376,16564255
743,2,3,42,20,17,16473,1203,91376,16563681
744,11,0,31,14,11,1020,658,91376,16562076
745,11,0,24,13,9,826,588,91376,16561727
746,14,0,19,13,8,543,549,91376,16561410
747,14,0,16,10,8,1708,270,91376,16561151
748,8,1,40,15,13,2972,818,91376,16560745
749,3,3,42,18,15,11571,996,91376,16560235
750,6,0,34,15,12,6282,917,91376,16559822
751,8,0,43,14,12,2564,658,91376,16559520
752,10,0,27,15,12,6900,803,91376,16559170
753,14,0,19,11,8,1404,385,91376,16558995
754,3,2,28,17,14,12004,1137,91376,16541399
755,3,1,40,19,15,9470,1175,91376,16541059
756,2,1,35,17,13,3454,1123,91376,16540756
757,9,0,17,11,7,662,460,91376,16540574
758,7,1,33,15,12,6195,902,91376,16540280
759,1,4,31,17,15,9411,972,91376,16540011
760,6,0,35,16,12,2385,795,91376,16539798
761,1,4,32,18,16,13629,1160,91376,16518719
762,3,4,33,19,17,23392,1268,91376,16518112
763,12,1,13,13,9,4762,562,91376,16517813
764,4,3,39,18,16,10978,1043,91376,16517332
765,2,3,27,18,14,13629,1092,91376,16510791
766,12,0,19,12,8,1519,485,91376,16510599
767,18,0,5,7,4,171,164,91376,16510505
768,6,0,39,16,12,3940,890,91376,16510151
769,4,1,45,17,14,5191,995,91376,16508172
770,2,0,50,18,13,1883,1168,91376,16507537
771,5,2,18,16,13,7391,817,91376,16506997
772,3,1,63,19,17,6853,1166,91376,16506285
773,4,1,37,16,13,5499,718,91376,16505845
774,7,0,26,14,10,1964,630,91376,16505385
775,9,0,25,15,10,3146,711,91376,16504889
776,9,0,36,15,11,1479,673,91376,16504416
777,14,0,17,10,8,2064,310,91376,16504103
778,4,2,42,18,14,7475,1026,91376,16503508
779,6,0,47,16,14,5366,904,91376,16502929
780,6,0,49,17,14,7478,1157,91376,16502289
781,5,1,41,18,15,11597,1149,91376,16499973
782,14,0,21,11,8,967,383,91376,16499751
783,2,2,59,19,16,7370,1273,91376,16499269
784,4,1,40,18,15,5455,1061,91376,16498796
785,8,0,17,14,9,1512,631,91376,16498540
786,2,5,50,19,17,17505,1236,91376,16498020
787,9,2,18,14,11,6230,644,91376,16497728
788,9,1,28,14,11,4112,623,91376,16497447
789,8,0,27,14,11,4698,624,91376,16497179
790,1,6,48,19,17,14493,1077,91376,16468767
791,3,2,40,18,14,6598,1146,91376,16468511
792,6,0,28,15,11,2828,771,91376,16468298
793,17,0,5,8,5,1444,237,91376,16468227
794,4,1,46,17,14,7999,939,91376,16467977
795,1,3,36,18,16,12850,1243,91376,16466756
796,13,0,22,13,9,1825,534,91376,16466498
797,8,1,30,15,11,1922,759,91376,16466150
798,5,0,34,14,11,1859,725,91376,16465815
799,3,2,51,19,16,14765,1170,91376,16465215
800,8,0,30,14,11,2017,708,91376,16464741
801,6,2,31,14,12,6432,743,91376,16464322
802,1,3,46,18,16,11845,1185,91376,16455371
803,16,0,6,8,6,1297,221,91376,16455298
804,6,0,53,17,13,2079,918,91376,16442707
805,5,1,28,17,14,13091,1138,91376,16442280
806,12,0,31,14,10,1227,703,91376,16442006
807,4,0,44,18,15,11142,956,91376,16441657
808,14,0,13,10,6,279,354,91376,16441512
809,10,2,30,15,13,7236,663,91376,16441296
810,12,0,23,11,8,460,395,91376,16441160
811,12,0,22,12,8,781,505,91376,16440958
812,12,0,16,14,11,7342,754,91376,16440651
813,15,0,7,9,7,3281,286,91376,16440551
814,8,0,25,15,12,3997,779,91376,16440326
815,17,0,12,9,6,289,242,91376,16440209
816,7,2,26,14,12,6856,761,91376,16439986
817,2,2,55,18,16,7849,1013,91376,16439685
818,11,0,16,11,8,1823,428,91376,16439546
819,4,1,39,16,13,4702,798,91376,16439300
820,5,0,37,16,14,9112,817,91376,16439072
821,2,2,57,18,16,9783,1053,91376,16438761
822,13,0,9,9,7,1602,270,91376,16438649
823,1,4,55,19,18,14354,1180,91376,16422839
824,5,3,37,16,14,10380,810,91376,16422282
825,6,1,34,15,12,4307,747,91376,16422027
826,8,0,29,17,12,3433,884,91376,16421721
827,2,3,45,19,17,15586,1225,91376,16421289
828,6,0,25,14,10,2994,679,91376,16420999
829,10,1,25,14,11,4315,637,91376,16420750
830,15,1,20,11,8,2535,397,91376,16420509
831,13,0,23,12,9,2806,504,91376,16420312
832,1,6,31,18,18,20803,1047,91376,16419955
833,1,5,45,19,18,14661,1246,91376,16381810
834,2,2,52,18,15,5749,1098,91376,16381162
835,10,1,26,12,10,2791,528,91376,16380824
836,2,1,51,17,14,4426,852,91376,16380307
837,7,1,22,16,11,4962,757,91376,16379833
838,7,1,52,17,14,3031,1026,91376,16379217
839,16,0,13,11,8,2951,367,91376,16378995
840,7,2,42,15,12,3558,793,91376,16378479
841,10,0,12,11,7,370,393,91376,16378235
842,8,1,35,14,12,5276,686,91376,16377838
843,2,3,37,19,17,16982,1231,91376,16356975
844,5,1,38,16,13,6353,953,91376,16356369
845,4,0,39,16,12,4225,853,91376,16355997
846,6,0,41,17,15,10087,1011,91376,16355518
847,17,0,3,8,5,1262,190,91376,16355365
848,5,0,32,16,12,3651,736,91376,16355044
849,2,1,35,17,15,11700,1217,91376,16354557
850,12,2,15,11,8,2885,400,91376,16354339
851,4,1,36,15,12,3055,731,91376,16354035
852,4,1,30,18,14,11171,1093,91376,16353530
853,3,1,48,18,15,8246,1137,91376,16352990
854,1,3,45,18,16,10160,1139,91376,16352460
855,4,2,53,18,16,8980,1022,91376,16351931
856,1,5,39,18,16,13446,1136,91376,16329243
857,9,1,22,13,10,5026,555,91376,16328957
858,16,1,6,9,6,928,249,91376,16328754
859,2,1,49,19,16,10222,1155,91376,16328319
860,9,0,25,12,10,3752,469,91376,16328088
861,5,5,45,18,17,13994,1083,91376,16327590
862,1,3,56,20,18,13254,1268,91376,16308020
863,3,1,51,18,15,11412,1159,91376,16307567
864,3,2,46,20,17,14788,1164,91376,16307064
865,2,1,45,18,16,14109,1250,91376,16306606
866,13,0,25,12,9,1846,494,91376,16306327
867,13,0,22,12,8,234,440,91376,16306134
868,9,0,28,13,10,3351,526,91376,16305911
869,6,1,46,16,14,5557,960,91376,16305515
870,13,0,14,10,7,643,319,91376,16305368
871,9,0,25,13,10,2316,601,91376,16305079
872,3,2,43,18,15,8801,985,91376,16304716
873,10,1,19,14,10,4682,639,91376,16304481
874,3,1,52,16,14,4160,919,91376,16304139
875,2,3,39,18,16,13496,1228,91376,16289892
876,11,0,4,10,6,1762,366,91376,16289744
877,4,0,33,16,12,1944,925,91376,16289464
878,11,0,9,10,6,312,343,91376,16289334
879,2,2,50,18,17,10081,1143,91376,16282169
880,3,2,50,17,14,7236,976,91376,16281898
881,2,1,49,15,12,3279,783,91376,16281751
882,5,1,43,17,15,8391,964,91376,16281490
883,15,0,20,12,8,1863,452,91376,16281323
884,5,0,47,16,14,2460,817,91376,16281073
885,1,2,38,16,14,6934,817,91376,16280774
886,10,1,33,15,12,5205,682,91376,16280488
887,1,2,58,17,16,8616,966,91376,16273667
888,7,1,40,15,12,2610,782,91376,16273222
889,4,2,32,15,13,10417,789,91376,16272739
890,12,0,12,10,7,1607,310,91376,16272479
891,5,1,38,16,12,4265,949,91376,16261744
892,4,0,25,16,13,9219,829,91376,16261391
893,6,2,21,14,11,7183,764,91376,16261039
894,3,0,67,19,17,4483,1154,91376,16260609
895,3,0,46,17,13,3141,981,91376,16260151
896,10,0,22,13,8,1927,530,91376,16259901
897,3,4,38,17,15,9285,938,91376,16256629
898,8,0,12,10,6,859,354,91376,16256290
899,6,1,28,15,12,3484,730,91376,16255805
900,2,1,61,19,17,8425,1172,91376,16254986
901,6,2,59,17,15,6486,1062,91376,16254318
902,14,0,7,9,5,264,241,91376,16254013
903,5,0,41,16,13,2920,896,91376,16253475
904,5,1,44,15,13,5830,770,91376,16252950
905,4,0,36,17,14,10272,1164,91376,16252304
906,4,2,29,16,14,11388,944,91376,16242211
907,4,2,43,17,15,12434,1164,91376,16241722
908,3,1,32,17,13,7857,1110,91376,16241236
909,4,2,38,17,14,7024,1041,91376,16240763
910,9,0,33,15,11,1565,727,91376,16240387
911,17,0,0,6,3,172,129,91376,16240147
912,13,0,15,11,7,162,440,91376,16239728
913,2,2,51,18,17,11637,1175,91376,16239025
914,9,0,29,15,12,3612,866,91376,16238416
915,9,0,20,12,9,2099,542,91376,16238044
916,10,0,30,12,9,2865,514,91376,16237587
917,4,1,45,17,14,5736,1155,91376,16236849
918,10,0,22,11,8,1301,469,91376,16236471
919,8,0,27,13,9,740,545,91376,16236023
920,4,2,32,17,14,9563,1071,91376,16235309
921,2,2,36,16,13,5202,935,91376,16234626
922,7,1,36,16,13,3002,814,91376,16233916
923,17,0,17,11,8,865,446,91376,16233556
924,9,1,21,16,12,9089,827,91376,16233034
925,2,1,35,18,14,7054,1227,91376,16232344
926,1,5,39,18,16,14603,1295,91376,16206575
927,5,1,44,17,13,2186,947,91376,16204198
928,14,0,16,12,8,2389,455,91376,16203933
929,2,1,41,19,16,9972,1175,91376,16203394
930,2,2,29,18,15,9850,1147,91376,16202859
931,6,2,27,15,13,6807,882,91376,16202440
932,9,0,17,12,7,688,517,91376,16202193
933,9,0,18,11,9,3463,444,91376,16201952
934,16,0,1,8,4,354,230,91376,16201763
935,6,2,34,16,14,7342,769,91376,16201381
936,1,6,29,18,18,25434,1293,91376,16175098
937,1,7,27,19,19,28560,1160,91376,16161856
938,5,3,38,15,13,7067,758,91376,16161229
939,4,1,43,17,14,4929,988,91376,16160383
940,17,0,12,10,6,296,364,91376,16153609
941,6,0,33,16,13,6966,875,91376,16153348
942,12,0,26,13,10,3645,527,91376,16153190
943,12,1,18,12,10,4688,472,91376,16153016
944,7,0,21,13,9,487,591,91376,16152845
945,3,0,49,16,13,2067,935,91376,16152599
946,3,1,47,17,14,7551,1147,91376,16152313
947,8,0,32,14,11,1361,750,91376,16152147
948,8,1,13,12,8,3446,536,91376,16152026
949,4,1,41,16,14,5838,899,91376,16137939
950,7,0,54,16,14,3446,959,91376,16137660
951,6,1,30,15,11,2221,690,91376,16137430
952,9,0,18,12,8,1539,438,91376,16137266
953,6,2,27,16,13,6589,1014,91376,16136935
954,7,0,23,14,9,250,651,91376,16136723
955,16,0,7,10,5,0,298,91376,16136567
956,6,0,38,15,12,4118,1007,91376,16136276
957,17,0,1,5,4,330,112,91376,16136169
958,6,0,44,16,12,3027,933,91376,16135898
959,18,0,2,7,4,781,161,91376,16135775
960,9,0,20,12,8,1211,480,91376,16135590
961,4,1,46,17,14,7554,1034,91376,16135268
962,2,2,31,18,15,7186,1029,91376,16134970
963,11,0,14,13,9,2358,557,91376,16134793
964,5,1,31,17,13,5784,950,91376,16134538
965,3,3,43,18,15,8459,1099,91376,16134008
966,16,0,2,8,5,1021,229,91376,16133925
967,5,0,54,17,15,1997,1164,91376,16133631
968,3,1,48,17,15,5727,948,91376,16133442
969,2,2,43,16,15,9553,1033,91376,16116539
970,4,0,59,17,14,2908,952,91376,16116255
971,3,3,49,19,16,10359,1147,91376,16115926
972,4,2,31,17,14,10827,1144,91376,16115616
973,9,1,29,14,11,4884,765,91376,16115409
974,2,1,49,18,15,10151,1103,91376,16115160
975,6,1,26,15,11,1922,814,91376,16114955
976,1,4,34,18,17,16252,1115,91376,16114711
977,6,2,21,16,12,4627,851,91376,16114534
978,3,0,50,18,15,2966,1138,91376,16114305
979,8,1,13,12,9,5626,512,91376,16114155
980,12,0,6,11,6,1928,411,91376,16114076
981,13,0,8,9,6,2647,310,91376,16113998
982,17,0,8,9,6,1070,224,91376,16113930
983,1,5,36,19,18,16853,1144,91376,16113735
984,15,0,14,11,7,1564,386,91376,16113638
985,16,0,4,8,5,125,218,91376,16113593
986,3,2,42,16,13,5016,954,91376,16102561
987,10,0,26,13,9,199,543,91376,16102277
988,3,2,71,18,17,5163,1144,91376,16101705
989,2,3,33,16,15,14787,1087,91376,16099270
990,17,0,3,8,4,846,222,91376,16099180
991,11,0,15,14,9,4426,637,91376,16098956
992,5,0,33,16,13,8215,883,91376,16098678
993,9,0,21,13,10,1579,634,91376,16098465
994,6,1,28,15,12,3965,736,91376,16098194
995,3,3,34,17,14,10195,1013,91376,16094644
996,3,2,28,17,13,9657,1028,91376,16094510
997,2,1,40,18,14,4070,1066,91376,16077286
998,2,2,30,17,15,16356,1086,91376,16076561
999,8,1,34,16,12,2905,814,91376,16076073
1000,5,1,37,17,13,3145,941,91376,16075572
1001,3,2,44,18,15,9227,1161,91376,16074804
1002,5,1,35,16,13,4945,901,91376,16071117
1003,9,0,19,12,8,282,527,91376,16070890
1004,3,1,51,16,14,3479,946,91376,16070590
1005,17,0,2,7,4,190,191,91376,16070508
1006,4,1,34,16,14,7578,973,91376,16070246
1007,4,1,17,14,12,9341,736,91376,16070023
1008,4,1,32,16,14,7169,934,91376,16069764
1009,1,3,40,17,15,10816,1107,91376,16069275
1010,5,2,20,16,13,8474,804,91376,16069110
1011,15,0,4,9,6,2334,315,91376,16069034
1012,7,0,18,12,9,2442,582,91376,16068902
1013,4,2,23,15,12,9089,811,91376,16042458
1014,5,2,19,15,12,7018,790,91376,16042285
1015,2,3,44,19,17,14975,1241,91376,16041966
1016,4,1,28,16,12,4995,944,91376,16041806
1017,7,1,17,14,12,8850,788,91376,16041692
1018,3,1,32,17,13,6422,1136,91376,16041538
1019,12,0,12,11,6,680,332,91376,16041467
1020,8,1,11,12,9,3104,573,91376,16041401
1021,3,3,36,17,15,11141,1010,91376,16041290
1022,2,4,31,19,18,18951,1282,91376,16041160
1023,9,0,6,11,8,6007,379,91376,16041115
1024,3,1,42,17,15,8698,1043,91376,16041021
1025,1,4,30,17,16,12551,1059,91376,16040061
1026,1,8,29,19,18,27214,1205,91376,16017014
1027,14,0,3,8,5,1951,257,91376,16016953
1028,2,2,34,18,16,13341,1172,91376,16016703
1029,1,6,33,19,19,21097,1143,91376,16014869
1030,3,3,33,17,14,7180,1070,91376,16014352
1031,10,0,5,11,6,1735,405,91376,16014091
1032,2,1,29,17,13,9807,1216,91376,15984403
1033,9,0,7,11,7,3478,498,91376,15984320
1034,4,0,28,15,10,718,823,91376,15984197
1035,2,1,49,16,14,4526,998,91376,15983491
1036,5,1,30,16,13,11339,1048,91376,15983406
1037,3,1,23,15,12,6555,859,91376,15983330
1038,15,0,6,9,5,259,262,91376,15980648
1039,5,0,30,16,12,4620,1010,91376,15980351
1040,4,2,26,16,13,7525,942,91376,15980049
1041,1,2,35,16,14,5136,1028,91376,15979524
1042,8,1,28,15,12,2929,824,91376,15971286
1043,1,4,39,18,17,11824,1128,91376,15970944
1044,13,0,8,10,5,1501,327,91376,15970813
1045,10,0,9,11,7,2864,488,91376,15970645
1046,4,2,32,16,14,8816,917,91376,15970371
1047,4,0,35,16,13,5461,1022,91376,15970082
1048,4,3,22,15,13,8570,918,91376,15969801
1049,11,1,24,14,11,4104,723,91376,15969583
1050,4,0,37,17,13,5317,975,91376,15969320
1051,6,0,16,14,9,1264,693,91376,15969133
1052,5,1,18,14,11,8783,732,91376,15968941
1053,2,2,13,15,11,7208,886,91376,15968732
1054,10,0,11,11,7,1891,390,91376,15968602
1055,15,1,9,12,9,3771,405,91376,15968477
1056,1,7,26,18,17,21531,1102,91376,15962134
1057,2,3,22,17,15,15167,1131,91376,15960727
1058,11,0,10,11,7,2879,433,91376,15960458
1059,12,0,12,10,7,1553,345,91376,15949180
1060,3,0,18,13,9,1312,723,91376,15949107
1061,7,0,10,12,8,2952,482,91376,15949044
1062,9,2,9,11,9,6082,397,91376,15948980
1063,10,1,12,12,8,1748,501,91376,15948928
1064,13,0,12,11,8,4039,395,91376,15948886
1065,5,2,20,15,12,9403,747,91376,15948827
1066,13,1,13,12,8,2609,501,91376,15948774
1067,2,2,31,17,15,7118,1053,91376,15926928
1068,1,4,32,18,16,15037,1204,91376,15926729
1069,3,3,33,18,16,13321,1059,91376,15926542
1070,3,1,28,15,11,3355,722,91376,15926442
1071,1,4,24,17,15,12421,1071,91376,15926309
1072,5,1,20,14,11,3631,666,91376,15926236
1073,18,0,1,6,4,934,143,773961,15949643
1074,12,0,4,8,5,1353,268,773961,15929916
1075,10,0,12,12,9,5412,520,773961,15929562
1076,16,0,6,9,6,2984,249,773961,15929429
1077,2,4,35,20,17,21159,1241,773961,15909150
1078,10,0,18,13,10,3752,602,773961,15869464
1079,14,0,10,10,6,1719,325,773961,15869342
1080,4,1,55,17,16,8589,892,773961,15850956
1081,15,0,14,10,6,1194,299,2135628,16725792
1082,18,0,0,5,1,0,131,748941,16231016
1083,13,0,12,12,8,1176,416,2480650,16406324
1084,14,0,22,12,10,2802,460,2480650,16406058
1085,1,6,56,19,18,10662,1182,228701,17125776
1086,5,0,47,18,15,8129,1097,228701,17125215
1087,3,2,46,19,16,12795,1156,228701,17118744
1088,4,0,39,16,12,5443,859,228701,17118243
1089,2,2,53,19,17,7335,1223,228701,17115010
1090,1,2,52,19,17,13449,1201,228701,17110906
1091,5,1,63,18,15,2669,1164,228701,17110696
1092,6,1,49,17,14,7980,888,228701,17110516
1093,1,3,63,20,18,12995,1187,228701,17098216
1094,1,1,70,18,17,7655,1177,228701,17097466
1095,3,1,45,18,14,7175,1184,228701,17096801
1096,3,0,60,19,15,4499,1164,228701,17096212
1097,5,4,30,18,17,15919,1079,228701,17095671
1098,14,0,24,12,10,3993,460,228701,17095454
1099,8,0,24,14,12,5761,633,228701,17095164
1100,18,0,7,9,7,1561,225,228701,17094999
1101,3,1,46,17,14,4544,953,228701,17094609
1102,3,0,48,16,12,1980,1173,228701,17094205
1103,4,2,53,18,16,11719,1179,228701,17093825
1104,12,0,13,11,9,1817,395,228701,17093661
1105,3,1,67,19,17,8029,1125,228701,17093257
1106,17,0,3,8,5,1922,193,228701,17092100
1107,11,0,31,12,10,4555,522,228701,17091914
1108,4,0,50,17,15,6978,953,228701,17091591
1109,2,1,45,17,15,9695,937,228701,17091283
1110,2,1,45,19,15,8201,1234,228701,17090944
1111,12,2,5,10,8,5142,339,228701,17090835
1112,1,4,57,20,18,14721,1172,228701,17090513
1113,3,0,60,18,15,3156,945,228701,17090229
1114,4,0,67,18,15,4983,1165,228701,17089924
1115,2,2,66,20,18,9506,1151,228701,17089676
1116,5,2,49,18,17,13294,1118,228701,17089417
1117,4,0,35,17,13,6102,912,228701,17089217
1118,8,1,49,17,14,4769,855,228701,17089041
1119,6,0,53,18,15,5443,1069,228701,17088847
1120,9,0,16,13,9,3544,565,228701,17088742
1121,3,3,57,18,16,9500,1254,228701,17074381
