,gameRank,playerKill,monsterKill,useEmoticonCount,characterLevel,bestWeaponLevel,mmrGain,gameId,userNum,damageToPlayer,totalTime,craftLegend,damageFromPlayer,characterNum,,,
1701,4,2,29,5,15,14,2,16746331,3257628,8877,695,1,5191,37,,,
1702,1,5,44,6,19,17,28,16599450,3257628,14525,1257,1,8453,37,,,
1703,3,3,50,6,18,16,4,16599240,3257628,10058,1039,0,12881,37,,,
1704,1,7,46,10,19,19,37,16598977,3257628,18740,1020,2,10993,37,,,
1705,1,4,39,6,19,17,21,16598634,3257628,12206,1155,3,9617,37,,,
1706,11,1,19,4,11,9,-12,16598491,3257628,1552,379,0,2747,37,,,
1707,1,6,53,11,19,20,32,16598111,3257628,17085,1145,3,6162,37,,,
1708,7,1,32,3,15,13,-8,16597872,3257628,4853,627,1,6030,37,,,
1709,12,2,20,4,13,10,-12,16597666,3257628,3226,452,1,3084,37,,,
1710,8,0,13,3,12,9,-15,16597444,3257628,4122,454,0,4005,37,,,
1711,1,5,38,10,17,16,23,16597052,3257628,10453,945,1,7072,37,,,
1712,15,0,14,2,12,9,-21,16596823,3257628,1365,466,0,2278,37,,,
1713,3,3,40,5,17,15,9,16596376,3257628,11385,967,1,7518,37,,,
1714,3,4,35,6,18,16,10,16595850,3257628,15690,1034,2,13093,37,,,
1715,13,0,13,2,12,8,-17,16595545,3257628,1984,427,0,2453,37,,,
1716,12,0,9,2,12,9,-18,16595193,3257628,4135,470,0,6418,37,,,
1717,17,0,1,2,6,4,-22,16595040,3257628,567,144,0,1462,37,,,
1718,4,1,25,4,17,13,0,16594545,3257628,8016,823,2,8208,37,,,
1719,2,4,37,8,20,19,16,16593863,3257628,19813,1196,2,15541,37,,,
1720,1,6,41,7,19,18,33,16592931,3257628,12562,1075,4,6878,37,,,
1721,4,5,45,7,18,18,20,16592342,3257628,14300,1051,2,12788,37,,,
1722,1,4,34,6,20,19,20,16541119,3257628,20095,1218,2,12510,37,,,
1723,1,3,43,4,18,16,17,16540829,3257628,10176,1053,1,7806,37,,,
1724,1,5,40,6,18,17,25,16540543,3257628,11250,1055,3,8271,37,,,
1725,1,6,46,7,20,19,40,16425645,3257628,18300,1137,2,13023,37,,,
1726,2,4,45,8,19,18,15,16381076,3257628,16975,1136,2,15640,37,,,
1727,2,3,36,6,17,16,12,16380528,3257628,14525,1057,1,12536,37,,,
1728,4,3,35,5,17,16,2,16379893,3257628,10498,857,2,7112,37,,,
1729,4,1,32,4,18,15,-2,16379304,3257628,9766,1069,1,11997,37,,,
1730,8,1,23,4,13,11,-9,16378995,3257628,6528,528,1,6116,37,,,
1731,1,6,56,7,18,19,37,16377764,3257628,15137,1092,1,11077,37,,,
1732,1,8,43,9,20,19,44,16367232,3257628,20743,1151,3,11163,37,,,
1733,6,1,21,3,15,12,-6,16366631,3257628,6743,862,0,8501,37,,,
1734,2,2,34,4,18,15,8,16366037,3257628,7616,1042,2,12990,37,,,
1735,12,1,4,3,10,7,-16,16365779,3257628,3235,302,0,3148,37,,,
1736,8,1,20,3,13,11,-6,16365427,3257628,5839,505,0,5632,37,,,
1737,1,9,46,10,17,19,41,16361681,3257628,18872,965,3,8098,37,,,
1738,1,7,48,9,18,19,39,16359019,3257628,18635,990,2,9364,37,,,
1739,4,2,25,4,16,12,5,16358576,3257628,2196,738,1,3235,37,,,
1740,2,4,27,6,19,17,14,16357957,3257628,19867,1161,2,17978,37,,,
1741,13,1,10,3,11,8,-17,16357738,3257628,2721,361,0,3250,37,,,
1742,1,6,39,8,19,18,28,16348103,3257628,17378,1149,2,11455,37,,,
1743,1,9,44,10,19,19,45,16327162,3257628,19038,1148,3,11083,37,,,
1744,16,0,7,2,10,8,-22,16327034,3257628,3007,312,0,2314,37,,,
1745,2,5,46,11,19,18,28,16303460,3257628,18360,1080,2,13141,37,,,
1746,3,6,29,8,16,15,21,16303309,3257628,11880,837,1,9795,37,,,
1747,6,1,42,4,16,14,-8,16303221,3257628,3811,827,1,4717,37,,,
1748,5,2,24,4,14,12,-2,16302413,3257628,5005,614,1,4442,37,,,
1749,13,0,16,3,11,9,-21,16302343,3257628,1931,435,0,2697,37,,,
1750,1,4,38,8,19,18,20,16302272,3257628,15188,1155,0,9185,37,,,
1751,9,3,14,5,14,12,-2,16302204,3257628,6813,612,0,7342,37,,,
1752,5,5,25,8,16,15,17,16302120,3257628,13734,752,2,8209,37,,,
1753,9,0,14,2,13,9,-16,16301988,3257628,1533,521,0,3369,37,,,
1754,1,5,31,6,18,16,30,16301887,3257628,13379,1025,1,9496,37,,,
1755,2,2,31,4,17,14,4,16242658,3257628,8470,1073,1,8930,37,,,
1756,5,2,33,4,17,15,0,16242373,3257628,8612,1054,1,8736,37,,,
1757,3,7,41,10,18,17,35,16242003,3257628,17527,1027,2,14111,37,,,
1758,11,0,13,6,12,10,-14,16241825,3257628,3072,458,0,3705,37,,,
1759,4,5,31,11,18,16,18,16241470,3257628,11906,978,3,9873,37,,,
1760,1,6,45,7,19,19,37,16240939,3257628,19870,1205,1,11284,37,,,
1761,3,1,34,4,16,14,4,16240529,3257628,6378,896,0,7955,37,,,
1762,8,1,24,3,13,12,-9,16240213,3257628,6316,578,1,6068,37,,,
1763,18,0,1,2,7,5,-24,16240079,3257628,1721,157,0,2135,37,,,
1764,10,2,12,6,13,10,-5,16239728,3257628,3399,495,0,2130,37,,,
1765,1,6,33,7,18,17,37,16239025,3257628,16454,1175,1,8447,37,,,
1766,7,1,14,3,13,10,-4,16238623,3257628,3155,521,1,3422,37,,,
1767,15,0,5,2,10,6,-22,16238294,3257628,617,290,0,2975,37,,,
1768,9,2,15,4,13,11,2,16237891,3257628,6886,592,1,4541,37,,,
1769,5,3,22,5,14,13,6,16237453,3257628,9435,593,1,5791,37,,,
1770,4,3,29,5,17,16,6,16236790,3257628,11948,950,3,4997,37,,,
1771,8,1,29,3,15,12,-6,16236283,3257628,4565,758,1,5601,37,,,
1772,3,3,38,5,17,16,9,16235661,3257628,11792,963,1,8476,37,,,
1773,3,2,31,4,17,14,5,16235036,3257628,5017,953,1,6246,37,,,
1774,2,7,45,9,20,20,32,16234211,3257628,30235,1279,2,19089,37,,,
1775,6,2,20,4,14,12,-3,16233766,3257628,6227,634,1,4757,37,,,
1776,1,4,42,9,19,17,31,16175167,3257628,13578,1134,2,9464,37,,,
1777,2,5,36,7,19,18,35,16174736,3257628,18586,1181,2,11883,37,,,
1778,4,3,29,5,18,15,13,16174341,3257628,11994,1052,2,11861,37,,,
1779,7,0,18,2,12,10,-11,16174155,3257628,3058,505,0,4016,37,,,
1780,1,7,27,8,19,18,38,16158098,3257628,24051,1240,2,16033,37,,,
1781,1,8,38,10,19,19,43,16053063,3257628,24001,1145,3,12211,37,,,
1782,1,6,39,7,19,19,35,16052502,3257628,19680,1199,2,10625,37,,,
1783,10,0,7,2,12,8,-13,16052195,3257628,2282,461,0,3268,37,,,
1784,10,0,15,2,12,10,-14,16051963,3257628,4160,515,0,6060,37,,,
1785,3,6,39,8,19,18,24,16051429,3257628,18835,1129,2,13170,37,,,
1786,8,3,19,5,14,12,5,16051074,3257628,5891,617,1,5314,37,,,
1787,1,5,34,6,18,17,43,16050355,3257628,12587,990,2,5758,37,,,
1788,3,2,30,4,18,16,6,16049910,3257628,13400,946,2,13072,37,,,
1789,6,2,18,4,16,12,5,16049451,3257628,5522,800,3,9255,37,,,
1790,10,0,12,2,13,10,-12,16049160,3257628,2623,502,0,3818,37,,,
1791,11,1,19,3,13,11,-6,16048810,3257628,4261,475,0,4470,37,,,
1792,2,1,26,3,17,14,3,15947619,3257628,10650,1062,1,10208,37,,,
1793,3,0,34,2,17,14,0,15947435,3257628,6930,1025,0,6273,37,,,
1794,3,3,42,6,17,16,11,15947250,3257628,14019,1015,1,9823,37,,,
1795,17,0,5,2,9,6,-23,15947190,3257628,2752,245,0,2839,37,,,
1796,6,1,23,3,14,12,-1,15947039,3257628,7138,700,0,8938,37,,,
1797,2,1,39,3,19,16,3,15946789,3257628,11176,1154,2,12694,37,,,
1798,1,5,39,8,19,18,33,15894750,3257628,15303,1240,0,14417,37,,,
1799,6,1,26,3,16,13,-1,15894290,3257628,5923,743,1,6189,37,,,
1800,1,3,30,5,15,14,21,15893249,3257628,7255,638,1,5533,37,,,
1801,2,5,23,7,17,15,23,15892699,3257628,12084,993,2,6546,37,,,
1802,5,1,41,3,18,14,2,15892202,3257628,6259,951,3,7652,37,,,
1803,1,3,42,5,18,16,26,15891656,3257628,8762,1039,1,5439,37,,,
1804,1,3,37,4,19,17,23,15891125,3257628,13530,1092,2,9999,37,,,
1805,17,0,5,2,9,6,-20,15890944,3257628,1914,239,0,2734,37,,,
1806,1,5,32,10,18,16,44,15840055,3257628,12596,1096,1,10204,37,,,
1807,4,2,30,5,16,14,8,15839526,3257628,4570,822,1,6134,37,,,
1808,1,6,35,10,19,18,52,15838736,3257628,20577,1276,2,18148,37,,,
1809,17,0,6,2,9,5,-19,15838484,3257628,1115,225,0,1812,37,,,
1810,4,1,33,4,18,16,5,15837767,3257628,9651,1080,1,14634,37,,,
1811,5,2,18,4,14,12,7,15837398,3257628,5133,589,0,6547,37,,,
1812,8,1,25,3,16,12,-3,15836188,3257628,4862,892,1,7208,37,,,
1813,3,5,31,7,18,16,31,15835526,3257628,12489,1101,2,15825,37,,,
1814,10,1,12,3,13,10,-4,15835095,3257628,3896,478,0,4571,37,,,
1815,13,0,8,2,11,7,-17,15834803,3257628,2149,339,0,4508,37,,,
1816,4,1,36,6,18,15,2,15834217,3257628,9964,1158,1,10509,37,,,
1817,3,0,38,2,15,13,0,15833838,3257628,3182,737,2,3208,37,,,
1818,13,0,10,2,11,8,-15,15833665,3257628,1762,347,0,1463,37,,,
1819,3,4,30,6,19,17,21,15833122,3257628,18012,1178,2,13380,37,,,
1820,15,0,11,2,12,9,-19,15832953,3257628,1766,473,0,3675,37,,,
1821,1,3,38,6,19,16,29,15777195,3257628,9431,1065,2,5183,37,,,
1822,2,4,43,8,18,16,21,15776393,3257628,13620,1184,2,7391,37,,,
1823,9,1,15,3,14,12,-2,15775896,3257628,8731,736,0,6596,37,,,
1824,3,4,40,6,19,17,20,15775132,3257628,14462,1139,2,11677,37,,,
1825,9,1,26,3,14,11,2,15774772,3257628,2448,588,0,2471,37,,,
1826,2,0,38,3,19,15,0,15773756,3257628,11292,1170,0,10802,37,,,
1827,14,0,10,2,10,7,-13,15773524,3257628,2040,338,0,3116,37,,,
1828,3,0,49,2,18,15,0,15772821,3257628,4012,1115,1,5691,37,,,
1829,12,1,14,3,12,10,-8,15772509,3257628,3343,407,0,3251,37,,,
1830,7,0,30,2,15,13,-9,15772137,3257628,3547,749,1,5066,37,,,
1831,1,3,35,4,17,16,32,15768867,3257628,6021,954,2,2400,37,,,
1832,10,0,10,2,11,8,-12,15768586,3257628,1805,366,0,2167,37,,,
1833,2,5,28,7,18,17,29,15768012,3257628,13907,1174,2,9197,37,,,
1834,11,0,20,2,13,10,-14,15767693,3257628,1997,591,0,4931,37,,,
1835,10,1,19,3,14,11,-4,15767247,3257628,4787,655,1,4170,37,,,
1836,1,3,32,4,18,17,27,15766841,3257628,12719,984,4,6465,37,,,
1837,8,1,11,3,12,9,-7,15766424,3257628,3626,447,0,2978,37,,,
1838,1,6,36,7,19,19,52,15749601,3257628,19711,1142,2,13957,37,,,
1839,1,3,41,4,17,16,28,15749115,3257628,10897,933,2,7835,37,,,
1840,1,7,25,11,19,20,51,15722580,3257628,20953,1188,3,14796,37,,,
1841,12,1,6,3,11,9,-10,15722134,3257628,4270,425,0,3803,37,,,
1842,4,4,30,9,18,17,20,15720419,3257628,11273,979,5,7301,37,,,
1843,1,6,33,8,19,18,51,15719822,3257628,18116,1165,1,17552,37,,,
1844,12,0,10,3,11,9,-17,15719619,3257628,1391,329,0,2630,37,,,
1845,18,0,8,2,9,7,-17,15719438,3257628,1581,201,0,2320,29,,,
1846,4,2,26,6,16,14,13,15719035,3257628,12830,1056,0,19075,28,,,
1847,14,0,13,4,12,9,-12,15718857,3257628,4588,460,0,6299,28,,,
1848,14,0,16,2,10,8,-16,15718630,3257628,2185,333,0,1901,29,,,
1849,6,2,31,5,16,15,14,15718294,3257628,9351,842,2,9077,29,,,
1850,16,0,16,2,10,8,-20,15718071,3257628,746,350,0,2158,29,,,
1851,13,1,16,6,14,11,-4,15717895,3257628,8008,613,1,6991,29,,,
1852,1,9,40,13,19,20,73,15713973,3257628,30881,1093,4,14520,29,,,
1853,13,1,14,4,12,11,-13,15713559,3257628,2254,459,0,2945,37,,,
1854,4,2,37,5,16,16,8,15713355,3257628,10244,824,1,10795,37,,,
1855,1,6,29,8,17,16,59,15674783,3257628,15298,1077,1,12499,37,,,
1856,2,4,39,7,18,18,36,15674327,3257628,17421,1143,1,15026,37,,,
1857,16,0,8,5,11,9,-22,15674053,3257628,799,333,0,1948,37,,,
1858,11,2,15,4,12,11,1,15673894,3257628,3535,420,0,3331,37,,,
1859,2,3,34,7,19,19,25,15628400,3257628,18993,1207,2,10008,37,,,
1860,3,3,26,7,17,15,22,15628165,3257628,11273,1120,2,8132,37,,,
1861,11,0,11,3,12,10,-16,15628022,3257628,2239,449,0,1990,37,,,
1862,1,3,38,5,18,17,37,15608692,3257628,11001,1184,1,15065,37,,,
1863,4,2,31,5,17,16,17,15608423,3257628,9530,924,0,6460,37,,,
1864,17,0,0,3,6,2,-29,15608282,3257628,450,135,0,1762,37,,,
1865,2,2,41,7,18,18,15,15607958,3257628,13726,1236,2,10254,37,,,
1866,4,3,25,6,16,16,32,15607695,3257628,10868,928,1,7920,37,,,
1867,2,4,36,7,16,16,40,15607395,3257628,13088,1055,1,9446,37,,,
1868,5,3,22,6,16,15,22,15607188,3257628,10249,929,1,10156,37,,,
1869,1,6,43,7,18,19,83,15519668,3257628,21381,1080,2,11415,37,,,
1870,10,1,12,3,12,11,0,15519545,3257628,2897,468,0,2438,37,,,
1871,1,5,41,7,19,19,39,15519267,3257628,16480,1236,2,7558,37,,,
1872,17,0,1,2,8,5,-29,15519091,3257628,1722,217,0,2434,37,,,
1873,1,3,25,4,18,16,47,15518780,3257628,12382,1053,1,9981,37,,,
1874,7,2,29,4,15,14,15,15518569,3257628,6364,757,1,5712,37,,,
1875,11,0,14,2,12,11,-23,15518387,3257628,2264,475,0,2551,37,,,
1876,1,7,34,8,18,19,104,15517709,3257628,18004,1093,4,6245,37,,,
1877,15,0,9,2,10,7,-22,15517552,3257628,1784,348,0,3152,37,,,
1878,4,3,36,5,17,17,50,15516914,3257628,10810,1179,0,11701,37,,,
1879,6,1,21,4,15,13,0,15516345,3257628,4684,848,1,7180,37,,,
1880,6,0,29,2,15,12,-7,15515843,3257628,3008,922,1,3940,37,,,
1881,2,4,32,6,19,18,53,15515163,3257628,16413,1176,2,12572,37,,,
1882,1,6,36,7,17,18,173,15496162,3257628,17828,1074,2,9808,37,,,
1883,2,7,30,13,17,19,55,15496012,3257628,21184,1059,2,14045,37,,,
1884,8,1,14,3,12,11,14,15495867,3257628,4175,495,0,4759,37,,,
1885,7,0,2,0,7,3,-14,17130393,8098,0,870,0,1312,48,,,
1886,1,6,35,0,18,18,28,17128800,8098,15892,959,3,9659,48,,,
1887,6,2,20,0,16,14,-5,17128643,8098,15608,974,2,9966,48,,,
1888,5,4,19,1,17,15,7,17128273,8098,13906,844,1,11172,48,,,
1889,1,7,36,4,20,19,41,17127955,8098,23940,1173,5,18776,48,,,
1890,8,1,35,1,15,13,-10,17127709,8098,7571,830,2,3822,48,,,
1891,3,3,29,0,17,17,7,17127425,8098,19093,1028,2,14355,48,,,
1892,1,8,29,1,18,18,40,17127109,8098,23380,990,4,12186,48,,,
1893,1,8,26,6,17,19,36,17126782,8098,26179,957,3,10387,48,,,
1894,9,1,15,0,15,13,-11,17126499,8098,13360,655,1,8635,48,,,
1895,17,0,7,0,10,8,-23,17126357,8098,5253,269,0,4592,48,,,
1896,14,1,11,0,13,9,-18,17126070,8098,5706,553,0,6845,48,,,
1897,11,2,12,0,13,11,-11,17125776,8098,8724,486,0,5028,48,,,
1898,16,0,4,0,9,6,-25,17125573,8098,1932,220,0,2450,48,,,
1899,13,0,13,0,12,9,-22,17125255,8098,7243,533,0,5320,48,,,
1900,1,9,23,2,18,18,44,17124651,8098,26295,1100,2,14549,48,,,
1901,16,0,3,0,9,8,-26,17124467,8098,6214,226,0,3371,48,,,
1902,11,1,28,3,14,11,-15,17124092,8098,6778,636,2,5172,48,,,
1903,1,5,28,0,19,17,31,17123353,8098,22590,1165,3,17302,48,,,
1904,4,5,29,0,18,17,9,17118810,8098,21028,1045,1,14965,48,,,
1905,9,1,11,0,15,13,-10,17118078,8098,17762,668,2,12084,48,,,
1906,5,3,25,0,16,14,4,17117691,8098,11964,755,1,12236,48,,,
1907,13,0,8,0,10,7,-20,17117490,8098,3714,299,0,3208,48,,,
1908,12,2,10,0,10,9,-14,17117297,8098,4281,279,0,5276,48,,,
1909,4,2,29,0,16,14,-1,17116954,8098,8322,780,1,7529,48,,,
1910,1,4,36,2,17,16,16,17115436,8098,12985,930,4,6374,48,,,
1911,10,2,8,0,9,8,-13,17115266,8098,5105,289,0,3259,48,,,
1912,6,4,18,1,16,14,1,17114973,8098,14464,823,2,11066,48,,,
1913,4,5,18,2,16,15,7,17114708,8098,17655,779,3,11246,48,,,
1914,7,3,24,2,16,14,0,17114488,8098,12566,679,1,10916,48,,,
1915,5,4,18,1,16,15,3,17114246,8098,14756,760,3,11776,48,,,
1916,5,3,32,1,18,15,0,17113944,8098,12521,871,4,11656,48,,,
1917,14,0,6,0,9,6,-22,17113804,8098,1497,247,0,2103,48,,,
1918,14,1,5,0,9,7,-20,17113665,8098,3018,265,0,4441,48,,,
1919,5,0,39,0,15,13,-13,17113432,8098,5331,678,1,5103,48,,,
1920,1,6,31,2,19,20,25,17113085,8098,29910,1181,3,15559,48,,,
1921,1,6,38,1,20,20,28,17112716,8098,31568,1155,2,17938,48,,,
1922,4,2,36,0,17,15,-3,17112442,8098,8468,948,3,7090,48,,,
1923,15,0,11,0,9,6,-24,17112315,8098,1664,284,0,2643,48,,,
1924,2,6,36,0,20,19,20,17111985,8098,23569,1240,2,22723,48,,,
1925,1,8,43,1,19,20,37,17111700,8098,28607,1236,2,18437,48,,,
1926,12,0,19,0,13,10,-20,17111534,8098,4551,565,0,5094,48,,,
1927,1,10,32,0,19,20,36,17111283,8098,29262,1125,3,18780,48,,,
1928,5,3,26,0,15,14,-3,17111087,8098,11239,783,3,6149,48,,,
1929,8,3,25,1,16,14,-4,17110906,8098,9583,831,4,7161,48,,,
1930,14,0,14,0,11,9,-23,17110696,8098,4716,367,0,4152,48,,,
1931,12,0,13,1,11,8,-19,17110620,8098,2327,363,0,3690,48,,,
1932,8,1,19,1,15,12,-13,17110477,8098,9140,689,5,6034,48,,,
1933,1,7,29,1,18,18,31,17110260,8098,24990,1043,2,14633,48,,,
1934,1,5,27,2,18,17,21,17110054,8098,23490,1210,3,14834,48,,,
1935,1,4,23,0,17,15,19,17109910,8098,12669,973,4,6363,48,,,
1936,1,8,27,3,18,18,35,17109737,8098,22799,1077,3,14723,48,,,
1937,1,6,28,0,18,17,31,17109594,8098,18939,932,4,10839,48,,,
1938,10,1,9,0,12,8,-15,17109485,8098,4388,386,1,4847,48,,,
1939,16,2,9,0,10,8,-19,17105412,8098,3763,318,0,6475,48,,,
1940,11,3,9,0,11,10,-8,17105215,8098,5538,395,0,7389,48,,,
1941,12,1,7,4,11,8,-16,17105004,8098,4598,407,0,4736,48,,,
1942,17,0,4,2,9,7,-26,17104258,8098,3623,234,0,3879,48,,,
1943,5,3,22,0,17,15,-2,17103684,8098,16867,912,2,17343,48,,,
1944,7,2,21,0,13,11,-7,17103368,8098,6593,490,1,4817,48,,,
1945,10,0,13,1,11,10,-19,17103073,8098,8259,413,0,6100,48,,,
1946,1,8,19,3,19,20,45,17101863,8098,35840,1215,4,18539,48,,,
1947,6,2,30,1,15,14,-5,17101357,8098,9609,705,1,9382,48,,,
1948,8,3,16,2,14,10,-7,17100865,8098,6900,593,1,7306,48,,,
1949,1,7,33,1,18,19,32,17099488,8098,22807,1012,3,13880,48,,,
1950,10,3,27,0,14,12,-8,17098403,8098,9070,606,1,7320,48,,,
1951,9,1,17,0,11,9,-14,17098021,8098,4620,410,0,3986,48,,,
1952,10,0,22,0,12,10,-15,17097731,8098,5723,412,1,5082,48,,,
1953,5,5,20,0,18,17,6,17097106,8098,24156,1090,3,20195,48,,,
1954,13,1,12,0,10,9,-18,17095112,8098,4825,367,0,3698,48,,,
1955,8,2,33,0,17,15,-4,17094744,8098,10695,869,2,9887,48,,,
1956,15,0,14,0,10,8,-22,17094582,8098,2311,310,0,2496,48,,,
1957,1,7,35,1,20,20,30,17093768,8098,27197,1139,3,22281,48,,,
1958,6,2,22,1,16,14,-6,17093481,8098,8985,776,3,6197,48,,,
1959,1,5,30,0,19,19,25,17093057,8098,24274,1265,2,11161,48,,,
1960,9,1,23,0,15,12,-15,17092800,8098,4207,673,2,4497,48,,,
1961,1,9,26,1,18,18,40,17091949,8098,20896,1063,2,13018,48,,,
1962,1,7,25,1,19,19,34,17091591,8098,25389,1062,3,16040,48,,,
1963,1,6,20,0,18,18,24,17091256,8098,27097,986,3,20620,48,,,
1964,8,2,7,0,11,9,-8,17091109,8098,6298,406,0,4862,48,,,
1965,3,3,19,1,16,15,7,17090875,8098,15729,866,2,9757,48,,,
1966,5,3,27,0,16,13,1,17090646,8098,9560,757,2,11222,48,,,
1967,15,1,7,0,10,8,-18,17090513,8098,4821,358,0,4272,17,,,
1968,9,4,10,0,10,10,-4,17090376,8098,8915,370,0,4570,17,,,
1969,14,1,10,0,10,8,-18,17090229,8098,3356,349,0,2552,17,,,
1970,8,2,22,0,14,13,-5,17090068,8098,9093,632,1,5755,17,,,
1971,17,0,0,0,6,3,-25,17089957,8098,354,161,0,1708,48,,,
1972,12,1,11,0,12,9,-18,17089818,8098,5494,425,0,4981,48,,,
1973,1,8,27,1,18,18,36,17089576,8098,21077,1020,4,11238,48,,,
1974,1,9,28,1,19,19,43,17089217,8098,26539,1042,3,13001,48,,,
1975,9,2,18,1,15,11,-9,17089073,8098,7261,644,1,9695,48,,,
1976,15,2,5,0,10,8,-16,17089005,8098,4179,268,0,3572,48,,,
1977,13,0,7,0,10,7,-20,17088896,8098,4366,339,0,2985,48,,,
1978,1,6,53,1,19,19,27,17088710,8098,15503,1046,4,10328,48,,,
1979,13,0,6,0,10,8,-21,17088637,8098,4720,341,0,2761,48,,,
1980,15,1,10,1,11,9,-21,17088541,8098,5475,353,0,5744,48,,,
1981,4,4,18,0,17,15,5,17088345,8098,15675,1031,2,12077,48,,,
1982,13,0,8,0,9,6,-22,17088277,8098,1542,267,0,1727,48,,,
1983,4,4,36,1,18,17,5,17088117,8098,19026,969,4,12692,48,,,
1984,8,0,25,0,14,11,-15,17088007,8098,7550,641,3,8164,48,,,
1985,1,6,25,0,18,17,24,17087848,8098,16806,973,3,12773,48,,,
1986,8,2,14,0,14,13,-7,17087749,8098,11712,626,0,10871,48,,,
1987,13,0,13,0,12,10,-23,17087661,8098,7490,446,1,6002,48,,,
1988,9,1,14,1,13,10,-14,17087576,8098,8408,592,0,7924,48,,,
1989,13,2,10,0,10,8,-16,17087512,8098,2973,329,0,3907,48,,,
1990,2,5,21,0,19,19,8,17083743,8098,33457,1154,3,22275,48,,,
1991,14,0,12,0,12,9,-23,17083538,8098,5590,446,0,7565,48,,,
1992,6,1,18,0,15,13,-7,17083163,8098,13201,795,0,9297,48,,,
1993,1,6,26,3,19,19,25,17082108,8098,31800,1240,2,19226,48,,,
1994,1,7,31,1,17,18,34,17081384,8098,27225,953,2,12828,48,,,
1995,16,0,5,0,9,6,-26,17081048,8098,3047,287,0,2277,48,,,
1996,12,0,8,0,11,8,-21,17080716,8098,4247,427,0,3589,48,,,
1997,1,8,35,4,19,20,34,17079989,8098,27475,993,5,8543,48,,,
1998,3,7,29,3,19,19,16,17079140,8098,23886,1134,1,23021,48,,,
1999,1,7,21,0,18,17,33,17078450,8098,20576,1018,2,12079,48,,,
2000,9,2,19,1,14,12,-10,17077814,8098,9154,593,2,6648,48,,,
2001,12,0,8,0,11,7,-21,17077499,8098,4456,400,1,3722,48,,,
2002,8,0,22,0,13,10,-15,17076984,8098,4004,578,1,4175,48,,,
2003,9,0,13,0,12,9,-17,17076623,8098,5903,457,0,5777,48,,,
2004,13,2,10,0,11,10,-15,17076361,8098,8799,338,0,5837,48,,,
2005,14,0,7,1,10,8,-23,17076116,8098,4976,317,0,4417,48,,,
2006,1,7,40,6,19,19,30,17073927,8098,22045,1149,4,13117,48,,,
2007,1,8,37,1,19,20,30,17072651,8098,28570,1136,4,12523,48,,,
2008,15,0,7,0,10,5,-25,17072184,8098,920,371,0,2810,48,,,
2009,4,4,25,1,16,16,3,17071931,8098,16568,742,2,12145,48,,,
2010,4,4,39,0,18,17,5,17071568,8098,15554,1050,3,8800,48,,,
2011,15,0,4,0,10,9,-25,17071438,8098,8479,337,0,6305,48,,,
2012,9,1,24,0,14,11,-14,17071206,8098,8721,594,1,8775,48,,,
2013,6,2,25,1,15,13,-6,17070959,8098,8160,736,1,8934,48,,,
2014,11,2,23,1,14,13,-14,17070730,8098,13532,627,2,8867,48,,,
2015,1,7,25,1,18,19,26,17070350,8098,28236,1084,3,15518,48,,,
2016,1,8,26,3,18,19,28,17070056,8098,26173,989,5,13234,48,,,
2017,1,8,50,0,19,20,30,17069720,8098,26012,1133,2,13287,48,,,
2018,7,1,28,0,14,12,-13,17069513,8098,6579,639,2,4460,48,,,
2019,6,5,26,0,18,16,3,17069223,8098,20070,967,3,15631,48,,,
2020,7,2,20,0,14,11,-8,17069052,8098,6316,601,2,6230,48,,,
2021,5,2,27,1,16,14,-4,17068779,8098,9069,758,3,6179,48,,,
2022,6,4,37,2,19,18,6,17068491,8098,21288,1123,3,14217,48,,,
2023,3,6,39,2,19,17,12,17068248,8098,13403,1076,4,12051,48,,,
2024,1,9,21,0,19,19,39,17067956,8098,28800,1144,3,18769,48,,,
2025,1,5,31,0,19,18,23,17067569,8098,20061,905,4,11168,48,,,
2026,5,4,27,3,15,14,2,17067423,8098,15908,625,2,11717,48,,,
2027,7,2,21,0,15,14,-9,17067279,8098,15442,658,2,8990,48,,,
2028,2,4,40,7,18,17,5,17067095,8098,20763,1117,2,15167,48,,,
2029,11,1,9,0,12,9,-15,17067016,8098,5596,399,2,5036,48,,,
2030,15,0,10,0,9,7,-26,17066949,8098,3332,248,0,3995,48,,,
2031,10,2,13,0,12,10,-12,17066864,8098,6358,491,2,6136,48,,,
2032,1,8,22,1,18,19,32,17066708,8098,31647,1095,4,13184,48,,,
2033,15,0,9,0,10,7,-24,17066631,8098,4514,339,0,5254,48,,,
2034,9,2,17,0,13,11,-11,17066544,8098,6230,530,0,7800,48,,,
2035,7,3,15,0,16,15,-6,17066431,8098,17642,880,3,12565,48,,,
2036,16,0,4,0,8,4,-26,17062613,8098,795,172,0,1797,48,,,
2037,3,3,29,0,17,16,2,17062231,8098,13157,930,4,6695,48,,,
2038,13,1,14,0,13,10,-18,17061974,8098,6982,582,1,6225,48,,,
2039,1,8,35,0,19,20,33,17061140,8098,29761,1072,3,21411,48,,,
2040,5,2,38,1,18,17,-4,17060597,8098,19715,1019,3,11307,48,,,
2041,1,7,28,1,18,18,36,17059988,8098,24057,978,3,16083,48,,,
2042,1,6,38,1,19,19,27,17049721,8098,20929,1198,4,9066,48,,,
2043,13,0,12,1,10,8,-21,17049509,8098,4677,321,0,3452,48,,,
2044,1,6,39,3,20,20,32,17048881,8098,32805,1182,2,22411,48,,,
2045,2,5,35,2,20,20,17,17048214,8098,29849,1239,3,13110,48,,,
