,gameRank,playerKill,monsterKill,useEmoticonCount,characterLevel,bestWeaponLevel,mmrGain,gameId,userNum,damageToPlayer,totalTime,craftLegend,damageFromPlayer,characterNum,,,
2689,1,9,23,12,18,20,56,16363120,8098,31843,1046,3,12930,48,,,
2690,11,0,13,3,14,12,-13,16362551,8098,11068,670,1,5357,48,,,
2691,16,0,7,3,10,7,-18,16362202,8098,4215,279,1,4073,48,,,
2692,1,8,22,9,18,19,51,16354035,8098,28950,960,2,15290,48,,,
2693,15,0,7,2,9,6,-17,16353871,8098,1233,263,1,2010,48,,,
2694,17,0,3,2,8,6,-18,16353720,8098,3172,211,0,2885,48,,,
2695,3,4,21,8,17,17,30,16353255,8098,23951,887,3,15462,48,,,
2696,6,6,27,9,18,17,34,16352747,8098,24728,921,4,12282,48,,,
2697,17,0,4,2,7,5,-16,16352621,8098,848,174,0,1872,48,,,
2698,10,2,9,4,11,9,1,16352409,8098,7243,331,1,4889,48,,,
2699,14,0,10,2,12,8,-15,16352114,8098,5788,428,2,4149,48,,,
2700,16,1,5,3,9,7,-15,16351883,8098,3896,239,0,3693,48,,,
2701,13,0,15,2,12,8,-13,16351660,8098,4220,404,1,5674,48,,,
2702,5,2,13,5,15,14,11,16351299,8098,17959,784,1,13790,48,,,
2703,17,0,5,3,9,7,-17,16351152,8098,3265,235,0,2950,48,,,
2704,18,0,2,2,8,4,-19,16350981,8098,668,184,0,1635,48,,,
2705,7,3,40,5,17,16,6,16350619,8098,14529,874,3,7933,48,,,
2706,5,1,18,3,16,14,7,16350285,8098,13660,758,4,8526,48,,,
2707,1,7,21,10,19,20,48,16342895,8098,38954,1101,4,17490,48,,,
2708,1,7,30,9,19,19,50,16342442,8098,24116,1051,5,11151,48,,,
2709,1,7,19,8,18,18,57,16341988,8098,28228,936,4,17144,48,,,
2710,11,1,12,4,13,11,-7,16341677,8098,9849,473,1,6537,48,,,
2711,17,0,2,2,7,5,-16,16341403,8098,1373,143,0,1432,25,,,
2712,18,0,2,2,7,4,-20,16341227,8098,360,165,1,959,25,,,
2713,15,1,8,3,9,7,-11,16341003,8098,2289,268,0,2736,25,,,
2714,13,2,8,5,11,9,-1,16340722,8098,6559,353,2,4793,25,,,
2715,18,0,4,2,8,5,-13,16340567,8098,974,209,1,2118,25,,,
2716,14,0,10,3,10,7,-15,16340309,8098,2973,334,1,2511,25,,,
2717,16,0,4,3,9,6,-16,16339964,8098,1873,213,1,3499,25,,,
2718,8,1,28,3,15,13,-2,16339509,8098,4038,737,4,5069,25,,,
2719,14,0,11,2,10,8,-16,16339126,8098,2497,289,2,1888,25,,,
2720,15,0,3,2,9,5,-16,16338892,8098,991,212,1,2054,25,,,
2721,2,5,46,8,19,20,38,16338116,8098,33592,1164,4,24975,25,,,
2722,11,0,6,2,10,6,-9,16337802,8098,2203,328,1,3012,25,,,
2723,16,0,10,2,9,6,-15,16337509,8098,829,244,1,2092,25,,,
2724,13,1,8,4,12,9,-8,16270935,8098,8289,467,0,10104,18,,,
2725,1,7,37,8,19,20,55,16269298,8098,25929,1096,4,16631,18,,,
2726,13,0,8,3,11,6,-13,16269138,8098,2339,326,0,4482,18,,,
2727,7,0,19,3,14,12,-9,16268890,8098,9821,658,1,6565,18,,,
2728,14,0,13,2,10,8,-14,16268754,8098,1512,315,0,2101,18,,,
2729,15,0,3,5,9,6,-19,16268627,8098,1926,231,0,2071,18,,,
2730,12,2,9,4,12,9,-5,16268469,8098,5377,425,0,5808,18,,,
2731,4,1,21,3,13,10,4,16268253,8098,4532,551,0,5821,18,,,
2732,11,1,22,3,13,11,-7,16268039,8098,6998,578,1,6363,18,,,
2733,12,0,12,4,11,8,-11,16267872,8098,3593,360,0,2691,18,,,
2734,8,1,13,4,11,9,-3,16267698,8098,3059,385,0,4389,18,,,
2735,11,0,9,3,12,7,-11,16267562,8098,1893,444,0,4327,18,,,
2736,4,2,35,4,16,14,9,16267368,8098,7136,812,2,8940,18,,,
2737,14,0,12,3,10,7,-20,16267272,8098,3259,318,0,2085,18,,,
2738,8,1,10,3,13,9,-4,16267108,8098,5064,596,1,8840,18,,,
2739,4,4,25,6,18,15,14,16266884,8098,9524,980,4,12664,18,,,
2740,5,5,17,7,16,15,25,16266668,8098,14810,743,3,10935,18,,,
2741,14,0,7,2,11,7,-19,16266549,8098,2469,423,0,5704,18,,,
2742,15,0,3,2,7,5,-19,16266439,8098,522,177,0,1495,18,,,
2743,10,1,10,3,12,8,-10,16266325,8098,2545,470,0,4127,18,,,
2744,1,9,25,13,20,20,67,16261574,8098,30265,1183,2,23123,18,,,
2745,7,3,25,6,15,13,3,16261341,8098,9821,778,0,10746,18,,,
2746,12,2,11,5,11,8,-5,16249085,8098,1345,368,0,2496,18,,,
2747,11,3,16,5,13,12,-1,16248830,8098,12198,499,0,10239,18,,,
2748,9,2,17,4,14,11,6,16248601,8098,7977,663,1,7290,18,,,
2749,1,6,34,8,18,17,48,16248237,8098,17247,920,3,11655,18,,,
2750,18,0,3,2,7,4,-17,16248156,8098,21,175,0,1635,18,,,
2751,16,0,11,2,11,7,-18,16247993,8098,1959,409,0,2245,18,,,
2752,11,1,9,6,13,10,-2,16247770,8098,8630,627,0,6985,18,,,
2753,10,0,12,2,12,9,-11,16247614,8098,4110,497,0,5000,18,,,
2754,7,2,10,4,12,9,0,16247508,8098,6006,448,0,6609,18,,,
2755,1,7,34,8,18,17,45,16247235,8098,18491,1165,3,11759,18,,,
2756,16,0,3,2,7,5,-18,16242545,8098,1314,162,0,1889,47,,,
2757,12,0,11,2,10,8,-16,16242266,8098,4594,342,1,2485,47,,,
2758,13,0,8,3,10,7,-17,16242108,8098,3153,307,1,2209,47,,,
2759,13,1,13,3,10,8,-14,16241937,8098,2637,364,0,2631,18,,,
2760,11,0,22,2,11,9,-11,16233655,8098,3576,394,0,5051,18,,,
2761,12,0,4,3,9,5,-16,16231122,8098,1162,227,0,1950,18,,,
2762,13,0,9,5,11,8,-15,16230889,8098,3667,344,0,6163,18,,,
2763,13,3,12,5,11,10,6,16230713,8098,5051,349,0,4647,18,,,
2764,14,2,11,4,11,9,-9,16230350,8098,4895,394,0,5781,18,,,
2765,8,3,17,5,14,13,4,16230009,8098,8382,640,1,7506,18,,,
2766,12,0,17,2,11,8,-12,16229694,8098,2030,339,0,3091,18,,,
2767,2,5,36,8,18,17,30,16229033,8098,16706,1092,2,13467,18,,,
2768,12,2,9,4,12,10,-4,16228672,8098,5056,368,0,5360,18,,,
2769,14,0,13,2,10,8,-18,16228450,8098,3905,316,0,2971,18,,,
2770,10,1,17,4,13,11,-10,16228084,8098,5709,579,0,7413,18,,,
2771,1,7,28,8,18,18,62,16225689,8098,21336,891,3,12327,18,,,
2772,10,2,15,5,13,10,2,16225345,8098,6337,471,0,6493,18,,,
2773,16,0,7,2,9,7,-18,16225131,8098,1850,214,0,2072,18,,,
2774,11,0,9,3,11,8,-14,16224864,8098,4499,391,0,4351,18,,,
2775,1,7,27,8,18,18,47,16224345,8098,17484,979,2,13829,18,,,
2776,11,1,8,4,11,8,-9,16224100,8098,4471,450,0,5577,18,,,
2777,15,0,8,2,10,6,-16,16223905,8098,1825,326,0,3306,18,,,
2778,3,6,32,10,17,16,30,16223528,8098,13951,863,3,8626,18,,,
2779,13,0,17,2,11,9,-13,16222294,8098,4024,374,0,2803,18,,,
2780,16,0,4,2,9,5,-12,16222172,8098,1561,196,0,2213,18,,,
2781,15,0,9,2,10,6,-19,16222052,8098,215,297,0,2312,18,,,
2782,8,4,12,7,14,11,14,16221670,8098,9821,595,0,9611,18,,,
2783,1,8,35,12,19,19,52,16215596,8098,22113,1158,3,9825,18,,,
2784,1,5,34,9,17,16,47,16214943,8098,13859,892,2,9145,18,,,
2785,13,0,12,2,11,8,-15,16214601,8098,2387,368,0,2425,18,,,
2786,15,2,4,5,10,7,-11,16214412,8098,3310,288,0,3097,18,,,
2787,15,1,8,4,10,7,-14,16214186,8098,3609,292,0,3376,18,,,
2788,1,8,35,12,19,19,65,16210946,8098,19265,1099,3,11559,18,,,
2789,7,1,29,3,17,14,-1,16210180,8098,10074,977,1,10407,18,,,
2790,17,0,0,2,5,3,-15,16209834,8098,114,114,0,1524,18,,,
2791,10,1,11,6,11,8,-9,16209430,8098,4244,336,0,6965,18,,,
2792,10,3,13,6,12,10,14,16208974,8098,7738,500,1,6643,18,,,
2793,10,0,10,5,11,7,-12,16208625,8098,1924,414,0,2410,18,,,
2794,13,2,3,4,9,6,0,16208394,8098,1089,216,0,1354,18,,,
2795,11,1,10,4,12,8,-4,16207895,8098,4267,426,0,5380,18,,,
2796,15,0,5,3,9,7,-19,16207589,8098,4091,270,0,3297,18,,,
2797,5,5,35,8,18,18,22,16206907,8098,21362,962,3,13680,18,,,
2798,18,0,0,3,5,3,-17,16206712,8098,0,120,0,1527,18,,,
2799,13,1,8,3,10,8,-11,16206462,8098,3078,320,0,2593,18,,,
2800,18,0,0,2,6,3,-17,16206247,8098,229,182,0,2157,18,,,
2801,16,0,4,2,8,5,-16,16206038,8098,1436,208,0,2265,18,,,
2802,17,1,7,6,10,7,-11,16205799,8098,1851,294,0,2447,18,,,
2803,1,8,22,15,17,17,56,16205271,8098,19535,919,2,17011,18,,,
2804,10,2,8,5,12,10,8,16204948,8098,8215,455,0,9133,18,,,
2805,9,2,9,5,12,10,6,16204687,8098,9063,423,0,6338,18,,,
2806,14,1,8,8,10,7,-15,16204359,8098,3399,321,0,3566,18,,,
2807,6,4,32,6,17,14,16,16201621,8098,11348,964,1,12404,18,,,
2808,14,1,8,3,10,8,-9,16201333,8098,4780,337,0,4133,18,,,
2809,10,1,13,3,12,10,-6,16201004,8098,7138,499,1,5043,18,,,
2810,2,6,30,12,18,17,42,16200494,8098,19719,1082,3,17276,18,,,
2811,7,1,16,4,15,11,-2,16200054,8098,3737,832,1,5152,18,,,
2812,8,2,18,4,14,11,4,16199628,8098,4745,664,1,7180,18,,,
2813,8,0,26,2,14,11,-6,16199253,8098,5329,575,1,5375,18,,,
2814,2,4,34,6,18,16,20,16198750,8098,11157,928,3,12785,18,,,
2815,4,2,16,4,16,14,5,16198286,8098,15462,819,0,15893,18,,,
2816,1,8,41,9,18,18,63,16197713,8098,17034,988,2,14271,18,,,
2817,17,0,2,2,7,4,-14,16197584,8098,346,161,0,1459,18,,,
2818,12,0,7,2,9,6,-14,16197428,8098,1195,283,0,3300,18,,,
2819,5,3,21,5,13,12,17,16197131,8098,6375,487,0,5473,18,,,
2820,15,0,7,2,10,5,-18,16196906,8098,594,321,0,1949,18,,,
2821,17,0,4,2,8,6,-17,16196746,8098,1998,198,0,2192,18,,,
2822,11,1,6,3,11,7,-2,16196470,8098,4030,387,0,4099,18,,,
2823,13,1,5,3,10,7,-6,16196291,8098,2541,309,0,3403,18,,,
2824,13,1,11,4,10,8,-13,16150361,8098,2310,292,0,3171,18,,,
2825,8,3,25,6,16,14,10,16147865,8098,8405,862,0,11032,18,,,
2826,15,0,4,2,10,6,-16,16147707,8098,2287,307,0,3580,18,,,
2827,8,4,14,9,14,13,11,16147498,8098,11722,639,0,10658,18,,,
2828,14,0,19,2,11,9,-12,16146745,8098,2078,398,0,3907,18,,,
2829,6,2,19,4,13,11,8,16146511,8098,4655,568,1,4696,18,,,
2830,18,0,2,2,6,5,-20,16146437,8098,1052,127,0,1012,18,,,
2831,6,3,33,8,15,14,12,16146125,8098,9980,741,1,8775,18,,,
2832,1,7,39,8,18,18,50,16144959,8098,20125,1131,1,10533,18,,,
2833,1,5,26,6,16,15,48,16143806,8098,12105,803,1,6580,18,,,
2834,2,6,47,9,19,20,38,16143204,8098,19419,1018,2,13312,18,,,
2835,18,0,6,2,9,6,-19,16142984,8098,1493,235,0,2398,18,,,
2836,1,6,35,7,18,18,52,16142374,8098,18079,972,2,10786,18,,,
2837,1,5,27,6,18,16,36,16123921,8098,16216,1084,2,11133,18,,,
2838,5,2,24,6,14,11,9,16123503,8098,7510,599,1,6446,18,,,
2839,17,1,7,3,9,7,-4,16123279,8098,2833,226,0,3409,18,,,
2840,15,2,9,11,11,9,5,16123035,8098,6765,343,0,4937,18,,,
2841,2,5,30,8,18,16,40,16122170,8098,15921,1242,1,15217,18,,,
2842,16,0,5,2,9,6,-15,16121924,8098,2597,301,0,3144,18,,,
2843,8,2,25,5,15,12,8,16121424,8098,8015,708,1,7113,18,,,
2844,17,0,10,2,10,7,-14,16121184,8098,1980,287,0,2638,18,,,
2845,17,0,4,2,8,6,-17,16120937,8098,2233,194,0,2311,18,,,
2846,18,0,1,3,5,4,-13,16120732,8098,108,117,0,1249,18,,,
2847,10,2,20,4,13,11,8,16120430,8098,6392,582,0,7306,18,,,
2848,18,0,3,2,8,5,-15,16120199,8098,1492,159,0,2012,18,,,
2849,12,2,15,8,14,12,0,16119797,8098,6719,750,0,4237,18,,,
2850,1,6,23,10,17,17,40,16119388,8098,18557,888,1,9322,18,,,
2851,1,6,34,8,18,17,55,16118812,8098,18634,1071,2,11188,18,,,
2852,9,0,15,2,11,7,-7,16118671,8098,1967,313,0,3343,18,,,
2853,17,0,7,14,9,6,-16,16118534,8098,1200,251,0,2061,18,,,
2854,15,0,21,20,14,10,-12,16118287,8098,2957,609,1,5261,18,,,
2855,15,0,4,6,10,5,-18,16118108,8098,2003,327,0,4100,18,,,
2856,16,0,8,9,9,7,-13,16117946,8098,1918,295,0,2173,18,,,
2857,17,0,4,6,9,6,-14,16117829,8098,1960,244,0,3971,18,,,
2858,13,0,10,2,10,7,-13,16117618,8098,2062,326,0,2674,18,,,
2859,11,1,9,3,11,8,-3,16117434,8098,3513,367,0,4310,18,,,
2860,4,3,26,6,16,13,19,16117109,8098,7313,795,4,7243,18,,,
2861,12,0,10,2,12,8,-13,16116866,8098,3525,473,0,3312,18,,,
2862,10,2,28,5,13,12,7,16116717,8098,5723,473,0,7025,18,,,
2863,15,0,2,2,8,4,-16,16116618,8098,1054,230,0,2180,18,,,
2864,9,1,20,3,13,10,-2,16116451,8098,2624,571,0,5104,18,,,
2865,18,0,0,2,3,2,-15,16116381,8098,45,99,0,1332,18,,,
2866,7,2,22,5,14,12,5,16116108,8098,8520,684,1,8338,18,,,
2867,14,0,7,2,9,5,-16,16115997,8098,802,278,0,2361,18,,,
2868,18,0,1,2,5,3,-18,16115926,8098,104,115,0,1315,18,,,
2869,10,2,16,4,13,11,-2,16115757,8098,7156,484,0,5395,18,,,
2870,17,0,5,2,9,5,-17,16115668,8098,1021,238,0,2994,18,,,
2871,17,0,2,2,7,5,-20,16115578,8098,2221,191,0,1902,18,,,
2872,14,0,7,3,10,6,-17,16115483,8098,2526,331,0,5047,18,,,
2873,11,2,15,6,12,10,-2,16115311,8098,3937,476,0,5119,18,,,
2874,13,0,9,4,10,6,-14,16115216,8098,977,346,0,3415,18,,,
2875,5,4,25,6,16,15,13,16114982,8098,15739,928,1,17611,18,,,
2876,3,3,20,5,15,13,21,16114729,8098,12893,729,1,9289,18,,,
2877,11,1,21,3,12,11,-5,16114603,8098,5211,496,0,3300,18,,,
2878,11,1,14,3,13,10,1,16114472,8098,6189,512,0,7519,18,,,
2879,8,3,23,5,15,13,10,16114076,8098,8736,613,1,6442,18,,,
2880,12,0,14,2,11,7,-14,16113998,8098,897,380,0,3964,18,,,
2881,12,0,8,2,12,9,-11,16113900,8098,6860,430,0,8902,18,,,
2882,15,0,8,2,10,6,-14,16110007,8098,1817,301,0,2593,18,,,
2883,18,0,3,2,8,5,-20,16109904,8098,1417,201,0,2117,18,,,
2884,3,5,39,7,20,20,35,16109453,8098,24328,1240,2,28486,18,,,
2885,14,0,5,2,10,7,-16,16109206,8098,4114,376,0,4810,18,,,
2886,7,2,27,4,15,13,2,16108885,8098,9294,771,0,9923,18,,,
2887,5,4,32,7,16,14,17,16108581,8098,10177,757,1,10484,18,,,
2888,1,6,35,7,18,18,53,16108109,8098,17742,1035,3,11362,18,,,
2889,7,2,17,4,15,12,9,16107725,8098,5563,782,0,7133,18,,,
2890,6,4,19,6,15,13,23,16107261,8098,10491,694,3,9831,18,,,
2891,12,1,7,4,10,7,-2,16106940,8098,2852,309,0,3668,18,,,
2892,14,1,8,4,11,7,-9,16106662,8098,2443,311,1,4016,18,,,
2893,10,1,14,3,12,8,-1,16106325,8098,2000,495,0,4577,18,,,
2894,11,1,15,3,12,9,-7,16105997,8098,5505,454,0,5659,18,,,
2895,8,1,28,3,14,12,3,16105571,8098,3796,638,0,7825,18,,,
2896,7,2,24,5,12,11,12,16105025,8098,4887,424,0,5915,18,,,
2897,7,3,21,5,14,13,17,16104589,8098,10133,617,1,10071,18,,,
2898,1,8,41,9,18,18,63,16102638,8098,17273,1088,3,12791,18,,,
2899,14,0,10,2,11,8,-12,16102414,8098,4171,334,0,3806,18,,,
2900,17,0,3,2,8,5,-16,16102219,8098,966,181,0,2297,18,,,
2901,2,2,39,4,19,18,16,16101626,8098,21171,1247,2,18671,18,,,
2902,5,2,24,6,17,14,15,16101216,8098,5675,897,2,4644,18,,,
2903,3,2,24,4,16,14,17,16100856,8098,11846,906,1,9910,18,,,
2904,1,4,35,6,17,15,33,16100426,8098,10942,1001,2,7755,18,,,
2905,10,1,9,3,10,7,-5,16098615,8098,1915,418,0,3938,18,,,
2906,2,4,35,6,19,16,30,16098168,8098,17682,1179,1,16445,18,,,
2907,3,3,33,6,18,16,23,16097826,8098,13822,1039,1,12901,18,,,
2908,12,1,15,3,12,10,-6,16097646,8098,6617,515,0,6994,18,,,
2909,13,0,12,3,11,7,-9,16097485,8098,2599,361,0,2645,18,,,
2910,9,1,26,4,15,11,-1,16097226,8098,4895,721,2,7162,18,,,
2911,10,0,10,2,11,10,-8,16089528,8098,7308,474,0,3667,42,,,
2912,12,1,7,3,11,9,-9,16089331,8098,5544,346,0,2931,42,,,
2913,11,2,9,5,11,9,6,16089111,8098,4657,372,0,3258,42,,,
2914,18,0,4,2,7,5,-19,16088890,8098,717,160,0,1175,42,,,
2915,16,1,9,3,9,8,-7,16088671,8098,3150,241,0,2471,42,,,
2916,16,1,2,5,9,7,-8,16088386,8098,5211,240,0,3408,42,,,
2917,16,0,8,2,9,8,-16,16088177,8098,5420,288,0,3452,42,,,
2918,13,0,10,2,10,7,-10,16087918,8098,1661,332,0,2330,42,,,
2919,10,2,8,4,13,10,9,16087530,8098,7980,520,0,7097,42,,,
2920,16,1,6,3,9,7,-1,16087283,8098,3763,245,1,2374,42,,,
2921,10,1,7,3,10,7,-4,16086909,8098,3497,347,0,2950,42,,,
2922,1,7,27,9,19,19,73,16086148,8098,24338,1221,3,11520,42,,,
2923,7,3,16,6,15,14,15,16085568,8098,16403,780,2,7762,42,,,
2924,18,0,0,3,4,4,-10,16085416,8098,809,89,0,1148,42,,,
2925,17,1,1,3,6,6,-4,16085223,8098,2613,169,0,2667,42,,,
2926,7,2,15,5,14,11,19,16084808,8098,7357,572,2,3820,42,,,
2927,12,0,9,2,11,8,-10,16084461,8098,3488,349,0,3577,21,,,
2928,6,2,24,8,14,11,16,16083895,8098,6744,729,0,8109,18,,,
2929,12,1,14,3,10,7,-1,16083547,8098,3040,381,0,3187,18,,,
2930,12,2,14,4,12,10,8,16083152,8098,6067,515,0,5093,18,,,
2931,14,1,10,6,11,8,-12,16082836,8098,3476,408,0,3291,18,,,
2932,16,0,5,2,8,5,-15,16082635,8098,1024,225,0,1911,18,,,
2933,18,0,6,2,8,6,-10,16080998,8098,1624,190,0,1683,18,,,
2934,13,0,7,2,10,6,-12,16080779,8098,1399,330,0,2502,18,,,
2935,16,1,5,3,9,6,-15,16080610,8098,2452,258,0,2439,18,,,
2936,16,0,9,2,10,6,-18,16080363,8098,956,308,0,2141,18,,,
2937,15,0,8,2,8,5,-14,16080181,8098,314,223,0,1371,18,,,
2938,15,1,7,3,8,6,-6,16079929,8098,2525,234,0,2506,18,,,
2939,6,1,15,3,12,10,0,16079611,8098,5990,507,0,8128,18,,,
2940,18,0,5,2,9,6,-20,16079415,8098,2516,229,0,3238,18,,,
2941,13,0,6,2,10,7,-9,16079205,8098,2579,324,0,3018,18,,,
2942,16,0,4,2,9,6,-12,16078928,8098,2265,243,0,2899,18,,,
2943,6,2,17,4,15,12,8,16078337,8098,6622,747,2,2800,18,,,
2944,12,1,6,3,11,9,-4,16078047,8098,6428,402,0,6059,18,,,
2945,11,1,2,4,11,7,0,16077753,8098,3735,375,1,5464,18,,,
2946,6,2,14,4,15,13,13,16065591,8098,15407,696,0,11763,18,,,
2947,13,0,9,4,10,7,-14,16065144,8098,3289,320,0,3991,18,,,
2948,6,4,23,6,16,14,33,16064756,8098,7516,814,1,8580,18,,,
2949,1,8,44,19,19,20,57,16064248,8098,25633,1205,2,15084,18,,,
2950,14,1,4,3,9,6,-3,16063967,8098,1516,254,0,1891,18,,,
2951,12,0,15,2,11,8,-13,16063656,8098,3334,399,1,2324,18,,,
2952,1,5,33,8,19,19,48,16056640,8098,21592,1182,2,7126,42,,,
2953,10,2,6,5,11,9,6,16056333,8098,6409,409,0,5865,42,,,
2954,1,7,24,12,18,19,71,16055651,8098,24541,957,4,7888,42,,,
2955,12,0,5,3,10,8,-9,16055395,8098,5390,330,0,3198,42,,,
2956,7,5,11,7,12,13,27,16055027,8098,12936,480,0,5805,42,,,
2957,10,0,12,3,12,9,-5,16054683,8098,5104,519,0,3740,42,,,
2958,18,0,2,3,7,5,-14,16054395,8098,2206,190,0,908,42,,,
2959,10,1,5,4,12,9,-2,16053309,8098,7246,441,1,5381,24,,,
2960,12,1,6,4,11,10,4,16053014,8098,8361,459,0,4644,24,,,
2961,16,0,8,4,11,8,-13,16052732,8098,3585,387,1,2711,24,,,
2962,8,3,12,5,13,11,12,16052443,8098,9273,564,0,5721,24,,,
2963,11,0,7,2,11,8,-3,16052144,8098,3765,422,0,4572,24,,,
2964,14,0,3,3,7,5,-15,16052021,8098,1662,186,0,1815,38,,,
2965,9,1,13,3,13,12,-4,16051689,8098,11170,650,0,5589,38,,,
2966,16,0,2,2,9,6,-17,16051489,8098,3102,294,0,2801,38,,,
2967,17,0,3,2,9,5,-17,16051127,8098,1603,301,0,1367,38,,,
2968,14,0,7,2,10,8,-8,16050907,8098,3175,357,1,2493,38,,,
2969,8,2,19,4,15,14,9,16050452,8098,14783,757,2,9286,38,,,
2970,18,0,4,2,8,5,-12,16050255,8098,921,214,0,1279,38,,,
2971,1,7,12,8,18,19,49,15997415,8098,34766,1100,1,18639,48,,,
2972,17,0,2,2,8,4,-12,15997294,8098,1419,218,0,1955,48,,,
2973,18,0,0,2,6,3,-11,15997139,8098,104,134,0,1375,29,,,
2974,12,0,16,3,12,10,-9,15996934,8098,4873,537,1,3129,29,,,
2975,13,0,8,3,9,6,-12,15996729,8098,1949,298,0,3849,47,,,
2976,10,2,7,5,12,9,10,15996441,8098,4627,441,2,4461,47,,,
2977,15,0,5,3,10,6,-7,15996217,8098,519,325,1,2102,3,,,
2978,12,1,8,3,11,8,-2,15995961,8098,3854,395,1,4048,3,,,
2979,12,1,6,3,12,9,2,15995711,8098,5595,455,1,3660,3,,,
2980,14,0,5,3,10,7,-11,15995505,8098,3292,331,0,1596,38,,,
2981,9,2,11,5,14,12,12,15995052,8098,11468,639,0,7728,38,,,
2982,7,1,18,5,16,13,5,15994485,8098,10351,863,2,7553,38,,,
2983,12,0,10,4,13,10,-8,15994161,8098,9215,533,0,6673,38,,,
2984,14,1,9,4,12,9,-7,15993815,8098,5315,434,0,3900,38,,,
2985,14,0,6,3,10,8,-15,15993500,8098,3564,343,0,2985,38,,,
2986,15,0,3,3,10,9,-15,15993228,8098,6633,415,0,5558,38,,,
2987,8,1,16,3,14,11,6,15992817,8098,5958,641,2,4617,38,,,
2988,14,1,8,6,9,7,-7,15992545,8098,4462,257,0,3190,38,,,
2989,18,0,1,5,5,1,-8,15992342,8098,108,99,0,1170,38,,,
2990,1,2,25,3,18,18,27,15991680,8098,24869,1211,3,11217,38,,,
2991,7,2,24,4,14,12,10,15991276,8098,7536,792,2,6001,38,,,
2992,9,2,6,4,12,10,13,15990967,8098,7492,472,0,8011,38,,,
2993,9,2,11,4,14,13,11,15981079,8098,15365,622,1,11450,38,,,
2994,18,0,2,2,8,4,-11,15981013,8098,965,184,0,2255,38,,,
2995,11,0,9,2,10,9,-8,15980861,8098,7353,415,0,3397,38,,,
2996,18,0,4,2,8,5,-14,15980732,8098,1808,210,0,1368,38,,,
2997,14,0,11,2,11,8,-13,15980568,8098,3298,366,0,2444,38,,,
2998,15,0,15,2,10,7,-16,15980406,8098,0,351,0,1350,38,,,
2999,17,0,6,2,9,7,-11,15980299,8098,3331,286,0,3716,47,,,
3000,14,2,4,4,10,8,3,15980130,8098,6525,359,1,6719,47,,,
3001,16,1,3,3,8,7,-13,15980004,8098,3983,228,0,3382,47,,,
3002,9,3,11,5,13,11,22,15979743,8098,9451,571,2,7645,47,,,
3003,9,0,8,2,10,8,-4,15979455,8098,6449,390,0,6511,47,,,
3004,13,1,12,4,11,8,-7,15978676,8098,2035,299,1,4167,39,,,
3005,15,0,6,2,9,6,-15,15978516,8098,2594,225,1,1817,39,,,
3006,2,6,31,8,20,20,46,15977879,8098,28260,1251,3,25291,39,,,
3007,10,0,14,4,12,8,-8,15977606,8098,2565,456,1,3604,39,,,
3008,14,0,14,2,10,8,-8,15977351,8098,3289,337,1,4830,39,,,
3009,9,0,9,4,11,8,-6,15977007,8098,3123,465,1,4480,3,,,
3010,12,1,19,3,12,11,-4,15972572,8098,6905,441,1,5010,39,,,
3011,14,1,11,3,10,7,-2,15972403,8098,2962,294,1,2703,39,,,
3012,11,1,4,3,12,10,-2,15971848,8098,11335,465,1,7123,48,,,
3013,17,0,2,2,8,4,-12,15971412,8098,1082,217,0,2647,48,,,
3014,13,1,7,3,11,9,-2,15971238,8098,9070,420,0,6077,48,,,
3015,10,2,15,6,15,14,5,15971000,8098,17193,685,1,10919,48,,,
3016,14,1,5,3,10,8,-6,15970860,8098,5872,358,0,4574,48,,,
3017,1,8,30,11,19,19,68,15970486,8098,26461,947,4,12953,48,,,
3018,14,1,18,3,12,11,-5,15970321,8098,8665,475,0,5979,48,,,
3019,17,0,3,2,8,4,-11,15970172,8098,1183,186,0,2706,48,,,
3020,9,0,11,2,11,9,-10,15969983,8098,7465,449,0,5702,48,,,
3021,14,1,5,5,12,9,-8,15969815,8098,6815,466,1,6205,48,,,
3022,16,0,4,3,9,7,-13,15969682,8098,4324,274,0,3893,48,,,
3023,9,0,7,2,11,8,-9,15969538,8098,5520,433,1,4491,48,,,
3024,1,9,21,10,18,20,53,15969202,8098,33793,1088,3,18383,48,,,
3025,12,0,8,2,11,9,-11,15969072,8098,8235,437,1,7243,48,,,
3026,18,0,4,2,9,7,-16,15968965,8098,4265,258,0,4150,48,,,
3027,13,1,5,3,10,8,0,15968836,8098,8068,315,1,4282,48,,,
3028,8,3,6,5,11,10,5,15968703,8098,8075,412,1,5367,48,,,
3029,10,1,5,3,12,11,1,15968541,8098,14101,496,1,8611,48,,,
3030,11,1,11,3,12,10,-1,15968403,8098,8820,479,1,5415,48,,,
3031,1,6,14,7,18,18,43,15961060,8098,26452,1064,4,16524,48,,,
3032,3,7,17,11,18,19,66,15960413,8098,34146,1077,4,17170,48,,,
3033,14,0,3,2,9,4,-8,15960205,8098,533,324,0,2021,7,,,
3034,18,0,3,3,7,3,-18,15959988,8098,227,200,0,1413,7,,,
3035,17,0,1,2,7,4,-9,15959844,8098,1304,155,0,1513,7,,,
3036,15,0,11,4,10,7,-9,15959576,8098,2452,306,0,3958,7,,,
3037,1,5,18,8,17,15,56,15958807,8098,14175,864,5,10536,3,,,
3038,14,0,12,2,11,7,-10,15958561,8098,638,363,1,2829,3,,,
3039,14,0,7,2,11,8,-13,15958241,8098,2594,354,1,4172,3,,,
